date,temp,humidity,windspeed,sealevelpressure,moonphase
2019-09-03,75,74.5,8.8,1015.6,0.12
2019-09-04,73.4,89.4,8.3,1013.3,0.16
2019-09-05,74,92.2,7.9,1012.1,0.19
2019-09-06,77.4,85,6,1009.5,0.25
2019-09-07,79.6,75.2,38.9,998,0.26
2019-09-08,76.8,81.4,10.9,1008,0.29
2019-09-09,76.5,82.2,7.5,1010.6,0.33
2019-09-10,75.5,92.4,6.9,1011.7,0.36
2019-09-11,75.7,78.8,8.7,1014.3,0.4
2019-09-12,70.9,71.7,8.9,1016.9,0.43
2019-09-13,72.7,69.7,7.8,1014.1,0.46
2019-09-14,72.4,82.3,6.2,1011.8,0.5
2019-09-15,75,77.4,5.8,1010.9,0.53
2019-09-16,75.4,64.4,8.5,1010.9,0.57
2019-09-17,72.6,55.7,8.9,1014.7,0.6
2019-09-18,70,54.1,13.9,1016.4,0.63
2019-09-19,66.2,55.1,8.7,1018.6,0.67
2019-09-20,66.6,62.8,7,1017.6,0.7
2019-09-21,67.2,68.7,11.4,1019.2,0.74
2019-09-22,65,73,11.8,1014.1,0.75
2019-09-23,67.7,56.8,10.9,1013.9,0.81
2019-09-24,66.3,68,9.2,1018.7,0.84
2019-09-25,68,73.3,5.6,1021.7,0.88
2019-09-26,71.9,68,8.3,1023.7,0.91
2019-09-27,72.5,65.5,7.2,1022.6,0.94
2019-09-28,73.7,68.5,6.5,1018.4,0.98
2019-09-29,71.1,68.9,7,1016.9,0
2019-09-30,70.8,71.3,5.8,1016.9,0.04
2019-10-01,72.3,75.3,6.8,1018.2,0.08
2019-10-02,71.6,87.7,10.9,1012.9,0.11
2019-10-03,72.7,78.8,11.4,1005.7,0.14
2019-10-04,71.5,77.5,7.6,1012.4,0.18
2019-10-05,66.7,77.2,10.6,1015.7,0.21
2019-10-06,63.7,61.7,9.9,1022.8,0.25
2019-10-07,59.6,89.5,8.2,1018.7,0.28
2019-10-08,59.2,65.8,13.5,1018.1,0.31
2019-10-09,55.7,59.3,6.4,1020.2,0.34
2019-10-10,58.2,68.8,3.8,1016.9,0.38
2019-10-11,65,67.7,9.2,1015.4,0.41
2019-10-12,64.9,54.7,17.1,1017.9,0.44
2019-10-13,61.3,62.8,7.6,1022.4,0.48
2019-10-14,58.2,63.7,10.6,1024.9,0.5
2019-10-15,56.5,62.6,9.1,1028.1,0.54
2019-10-16,57.2,68.5,6.6,1026.7,0.58
2019-10-17,58.9,65.5,8.9,1024.6,0.61
2019-10-18,61.2,68.4,8.7,1022.6,0.65
2019-10-19,61.5,71.7,8,1020.7,0.68
2019-10-20,60,78.6,5.6,1021.9,0.72
2019-10-21,61.1,71.1,4.5,1019.1,0.75
2019-10-22,63.3,65.8,4.8,1017.7,0.79
2019-10-23,61.8,67.2,7.2,1019,0.82
2019-10-24,64.7,56.7,10.2,1019.5,0.86
2019-10-25,62.1,63,10.8,1017.7,0.89
2019-10-26,51.4,62.2,9.8,1018.8,0.93
2019-10-27,51,63.9,7.2,1019.6,0.96
2019-10-28,55.1,67.6,11.1,1016.2,0
2019-10-29,55.4,66.1,10.3,1015.4,0.03
2019-10-30,52.1,63.1,6.6,1021.4,0.06
2019-10-31,57.8,75.7,8.4,1020.7,0.1
2019-11-01,58.9,64.8,5.5,1021.5,0.13
2019-11-02,55.4,67.7,5.9,1020.6,0.16
2019-11-03,58.1,63.7,9.5,1019.6,0.19
2019-11-04,56.4,62.9,6.1,1022,0.25
2019-11-05,54.4,69.3,6.8,1019.6,0.26
2019-11-06,51.8,67,7.9,1017.2,0.29
2019-11-07,49.9,48,8.6,1017.5,0.32
2019-11-08,43.8,37.8,7.2,1021.6,0.36
2019-11-09,48.9,45.3,6.6,1021.7,0.39
2019-11-10,49.8,62.7,9.8,1012.9,0.42
2019-11-11,52.9,75.2,9.7,1010.1,0.45
2019-11-12,49.3,68.1,4.9,1020.7,0.5
2019-11-13,46.8,77.3,14,1017.7,0.52
2019-11-14,35.5,35.1,11.1,1024.5,0.56
2019-11-15,42.8,81.9,8.9,1018.7,0.59
2019-11-16,44.7,85,5.8,1020.4,0.63
2019-11-17,46.9,82.7,10.2,1018.6,0.66
2019-11-18,43.2,63.6,14.9,1018.2,0.7
2019-11-19,34.1,52.4,9.6,1025.5,0.73
2019-11-20,33.9,39.5,5.6,1031.5,0.75
2019-11-21,39.4,43.2,5.6,1032.5,0.8
2019-11-22,49.2,40.4,8.3,1027.8,0.84
2019-11-23,52,61.6,8.1,1024.3,0.88
2019-11-24,51,76.6,13.4,1020.1,0.91
2019-11-25,36.7,63.6,13.7,1029.6,0.95
2019-11-26,43,71.6,4.5,1029.4,0.98
2019-11-27,39.2,55.4,9.6,1028.3,0
2019-11-28,39,57.2,5,1029.6,0.05
2019-11-29,35.5,49.5,7.3,1031.5,0.08
2019-11-30,38.9,49.8,4.4,1029.1,0.11
2019-12-01,41.8,79.7,7.6,1022.5,0.14
2019-12-02,34.4,52.8,9.6,1022.1,0.18
2019-12-03,32.7,65.2,3.4,1025.2,0.21
2019-12-04,37,53.2,5.4,1028.6,0.25
2019-12-05,26.8,37,9,1035.7,0.27
2019-12-06,21.7,39.1,6.5,1036.7,0.3
2019-12-07,28.3,65.3,4.8,1030,0.34
2019-12-08,29.5,72,4.5,1029,0.37
2019-12-09,37.6,62.1,7.1,1023.6,0.4
2019-12-10,46.1,85.7,6.9,1019.2,0.43
2019-12-11,45.4,66.9,7.5,1017.1,0.46
2019-12-12,32,47.6,7.8,1028.3,0.5
2019-12-13,35,57.3,10.4,1027.2,0.53
2019-12-14,38,62.7,7.5,1027.2,0.57
2019-12-15,39.3,64.2,6.4,1029.1,0.6
2019-12-16,44.4,68.2,6.1,1023.3,0.64
2019-12-17,47.8,81.9,6.7,1015.7,0.68
2019-12-18,35.3,67.3,5.7,1023.6,0.71
2019-12-19,31.4,52,6.6,1026,0.75
2019-12-20,31.7,48.1,6.8,1029.2,0.78
2019-12-21,29.8,69.2,4,1027.8,0.82
2019-12-22,38,72.5,4.1,1021.2,0.85
2019-12-23,39.5,81.2,7,1021.3,0.89
2019-12-24,33,75.3,4.4,1027.3,0.93
2019-12-25,34.5,69.7,4.6,1024.2,0.96
2019-12-26,37.5,64.8,7.7,1017.8,0
2019-12-27,29.9,51.7,6.1,1024.2,0.03
2019-12-28,33.5,55.7,4.7,1028.3,0.06
2019-12-29,39,57.2,6.8,1026.1,0.09
2019-12-30,39.2,76,8.4,1023,0.13
2019-12-31,19.1,46.3,13.3,1034.4,0.16
2020-01-01,28,65.9,3.6,1032.3,0.19
2020-01-02,35,68.5,4.2,1029.6,0.22
2020-01-03,32.4,64,4.8,1027.4,0.25
2020-01-04,33.8,59.8,5,1025.9,0.29
2020-01-05,33.4,54.8,3.1,1030.3,0.32
2020-01-06,37.2,67.7,8.7,1026.7,0.35
2020-01-07,43.5,95.2,9,1011.8,0.38
2020-01-08,39,87.5,12.7,1012.2,0.41
2020-01-09,31.7,67.3,6.4,1024.9,0.45
2020-01-10,31.3,68.2,6.2,1024,0.48
2020-01-11,32.1,67.9,6.2,1020.4,0.5
2020-01-12,31.7,63.6,6.8,1018.2,0.55
2020-01-13,28.5,55.5,8.1,1022.8,0.58
2020-01-14,28.6,50.3,5.9,1025.7,0.62
2020-01-15,28.3,49.9,6,1028.5,0.65
2020-01-16,29.4,48.6,7,1027.3,0.69
2020-01-17,31,51.7,3.6,1023.6,0.75
2020-01-18,32.1,54.9,4.8,1021.6,0.76
2020-01-19,35.5,68.9,9.2,1018.7,0.8
2020-01-20,34.7,53.8,8,1022.2,0.83
2020-01-21,30.7,44.6,3.5,1029.7,0.87
2020-01-22,36.9,44,4.8,1025.8,0.9
2020-01-23,39.6,56.6,6.8,1023.8,0.94
2020-01-24,37.1,69.4,5.4,1029.8,0.97
2020-01-25,38.7,70.9,5.3,1029.5,0
2020-01-26,41,65.2,9.7,1027.2,0.04
2020-01-27,43.8,51.4,12.3,1021.4,0.07
2020-01-28,45.5,54.9,8.4,1018.1,0.1
2020-01-29,42.4,54.9,5,1016.1,0.14
2020-01-30,41,55.4,4.5,1014.6,0.17
2020-01-31,39.3,65.3,6.7,1019.1,0.2
2020-02-01,36.3,72.8,6.9,1023.7,0.23
2020-02-02,35.1,57.8,6.9,1025.4,0.25
2020-02-03,33.1,48.9,8.2,1026.7,0.3
2020-02-04,30.5,56.4,10.5,1026.6,0.33
2020-02-05,19,40.9,10.2,1031.5,0.36
2020-02-06,21,40.1,5.5,1034.2,0.4
2020-02-07,29,48.8,6.3,1029.9,0.43
2020-02-08,33,54.5,11.2,1027.4,0.46
2020-02-09,31.1,55.7,9.7,1026.1,0.5
2020-02-10,39.2,57,6.9,1023.6,0.53
2020-02-11,42.6,47.2,6.4,1027.1,0.56
2020-02-12,44.9,75.1,10.6,1017.7,0.6
2020-02-13,44,89.1,7.8,1018.7,0.63
2020-02-14,45.5,78.3,4.9,1020.8,0.67
2020-02-15,48.3,70.6,8.2,1018.5,0.7
2020-02-16,32.1,83.5,13.1,1013.2,0.75
2020-02-17,23,69.5,11.3,1017.7,0.77
2020-02-18,25.4,49,8,1027.1,0.81
2020-02-19,33.6,61.8,6,1030,0.84
2020-02-20,39.6,70.2,6.1,1033,0.88
2020-02-21,43.8,71.2,9,1030.2,0.91
2020-02-22,41.3,66.9,21.7,1024.2,0.95
2020-02-23,36.9,52.8,8.1,1029.2,0.98
2020-02-24,43.4,59.2,6.3,1024.6,0
2020-02-25,45.1,78.1,11.9,1018,0.05
2020-02-26,44.3,65.7,7.1,1022.7,0.08
2020-02-27,43,61.7,6.6,1027.6,0.12
2020-02-28,40.5,80.4,6.8,1023.1,0.15
2020-02-29,45.8,75.5,6.6,1018.3,0.18
2020-03-01,42.4,80,7.9,1018.3,0.21
2020-03-02,39.2,60,7.6,1023.2,0.25
2020-03-03,40.7,64.3,9.7,1024.2,0.25
2020-03-04,37.2,60.8,19,1022.2,0.31
2020-03-05,34.8,52,9.2,1025.2,0.35
2020-03-06,38.3,55.1,6.4,1022.8,0.38
2020-03-07,43.8,46.3,6.7,1018.2,0.41
2020-03-08,47.3,53,9,1018.7,0.45
2020-03-09,50.7,47.7,9.6,1014.6,0.48
2020-03-10,45.4,79.2,12.5,1007.9,0.5
2020-03-11,39.3,45.7,11.2,1017.4,0.55
2020-03-12,44,53.4,15.6,1021.6,0.58
2020-03-13,42.6,46.6,11.3,1021.8,0.62
2020-03-14,39,50.3,12.5,1016.5,0.65
2020-03-15,40.7,52.6,25.3,1011.3,0.68
2020-03-16,38.2,47.7,8.6,1021.8,0.75
2020-03-17,44.3,70.1,7.9,1015.8,0.75
2020-03-18,48.9,54.7,7.7,1013.5,0.79
2020-03-19,49.9,52,12.9,1005.5,0.82
2020-03-20,47.7,44.8,9.7,1013.7,0.85
2020-03-21,54.5,58.2,7.1,1011.6,0.89
2020-03-22,53.1,47.6,9,1013.8,0.92
2020-03-23,50.9,42.8,6.2,1017.1,0.96
2020-03-24,52,45.8,6.5,1019.9,0
2020-03-25,53.4,43.2,7.3,1020.1,0.02
2020-03-26,57.6,58.1,7.4,1015.7,0.06
2020-03-27,55.3,65.1,9.5,1012.7,0.09
2020-03-28,46.8,21.3,8.4,1021.1,0.13
2020-03-29,46.7,37.9,7.9,1021.5,0.16
2020-03-30,49.5,43.6,6.4,1020.4,0.19
2020-03-31,52.3,43.3,7,1017.8,0.23
2020-04-01,53.6,39.2,13,1014.4,0.25
2020-04-02,48.9,47.8,8.7,1021.8,0.3
2020-04-03,49.9,57.3,8.5,1021.2,0.33
2020-04-04,49.3,44,11.6,1018.7,0.36
2020-04-05,45.6,30.1,7.6,1022.2,0.4
2020-04-06,48.4,46.7,8.2,1020.7,0.43
2020-04-07,51.2,63.7,7.5,1015.9,0.47
2020-04-08,50,29.5,9.4,1017.6,0.5
2020-04-09,49,43.5,8.6,1021.7,0.53
2020-04-10,50.8,54.4,7,1024.4,0.57
2020-04-11,50,63.2,9,1020.1,0.6
2020-04-12,50,60.4,15.6,1014.7,0.63
2020-04-13,53.8,38.3,11.8,1014,0.67
2020-04-14,54.5,47.2,9.6,1016.3,0.7
2020-04-15,55.1,41.2,7.8,1014.9,0.75
2020-04-16,59.6,42.6,7.3,1016.1,0.77
2020-04-17,55.4,74.2,7.2,1012.9,0.8
2020-04-18,56.8,68.5,8.3,1015.4,0.83
2020-04-19,54.5,75.4,7.8,1015,0.87
2020-04-20,51.5,72.9,8.4,1010.5,0.9
2020-04-21,47.1,48.8,13.4,1013.9,0.93
2020-04-22,44.3,44.1,21.6,1016.1,0.97
2020-04-23,47.6,46.9,9.2,1015.9,0
2020-04-24,50.3,55.1,14,1013.6,0.04
2020-04-25,56.9,52,12.2,1009.2,0.07
2020-04-26,54.7,44.6,7.8,1016.6,0.11
2020-04-27,55.5,50.8,7.6,1019.3,0.14
2020-04-28,56.5,50.4,9.3,1019.7,0.18
2020-04-29,58.8,52,8.4,1019.1,0.21
2020-04-30,61.6,56.7,8.4,1015.9,0.24
2020-05-01,68.8,74,10.3,1012.9,0.25
2020-05-02,69.4,79,4.8,1011.5,0.31
2020-05-03,71.1,71,5.8,1005.8,0.35
2020-05-04,69.4,64.2,8,1007.4,0.38
2020-05-05,61,69.4,7.3,1011.4,0.42
2020-05-06,65.7,54.9,6.5,1013.3,0.45
2020-05-07,69.3,33.9,9.7,1017.1,0.5
2020-05-08,68.6,29.8,8.5,1014.7,0.52
2020-05-09,58.6,94,11.4,1005.7,0.55
2020-05-10,58.4,89.8,9.2,1006.6,0.59
2020-05-11,62.4,62.4,11.8,1008.1,0.62
2020-05-12,58.3,72.4,14.8,1004.8,0.65
2020-05-13,61.1,50.6,14.5,1014.7,0.69
2020-05-14,66.2,38.3,8.3,1016.4,0.75
2020-05-15,62.3,76.7,9.2,1009.3,0.75
2020-05-16,62.4,91,7,1006.6,0.78
2020-05-17,66.3,81.7,7.2,1005.4,0.82
2020-05-18,67.1,82.8,18.8,998.9,0.85
2020-05-19,56.8,75.4,13.6,999.7,0.88
2020-05-20,58.3,60.2,7.8,1011.2,0.91
2020-05-21,63,57.4,6.2,1014.4,0.95
2020-05-22,65.9,68.6,7.4,1012.8,0.98
2020-05-23,68.5,67.3,10.1,1011,0
2020-05-24,64.1,83.5,14.2,1009.5,0.05
2020-05-25,62.1,82.6,8.5,1012.3,0.08
2020-05-26,61.6,81.8,9.5,1009.7,0.12
2020-05-27,63.7,70.5,10.7,1009.3,0.16
2020-05-28,65.9,64,8.2,1009.4,0.19
2020-05-29,68.8,67.4,8.7,1014.5,0.23
2020-05-30,72.6,59.8,7.7,1016.2,0.25
2020-05-31,70.5,62.6,9.3,1011.8,0.3
2020-06-01,68.3,65.4,14.8,1009.8,0.33
2020-06-02,65,68.9,11.7,1007.8,0.37
2020-06-03,71.5,75.7,11.1,1003.9,0.4
2020-06-04,71.5,82.6,12.2,1003.8,0.44
2020-06-05,73.1,72.9,7.1,1006.8,0.48
2020-06-06,76.2,65.8,9.5,1007.8,0.5
2020-06-07,73.1,71.1,9.8,1011.4,0.54
2020-06-08,76.5,66.8,11.2,1014.3,0.58
2020-06-09,79.6,54.7,9.7,1014.7,0.61
2020-06-10,78.7,62.9,12.4,1009.5,0.64
2020-06-11,79,71.3,9.2,1003.5,0.67
2020-06-12,76.1,72.9,5.7,1004.8,0.7
2020-06-13,79.8,58.3,9.6,1004.2,0.75
2020-06-14,75.9,71,13.4,1003.7,0.77
2020-06-15,73.2,63.5,11.7,1006.3,0.8
2020-06-16,75.8,64.4,9,1005.7,0.83
2020-06-17,75.4,61.2,10.5,1005.1,0.87
2020-06-18,73.8,64,6.8,1003.1,0.9
2020-06-19,76.1,64,8.3,1005.7,0.93
2020-06-20,76.6,64.8,11.4,1009.9,0.96
2020-06-21,78.3,61.5,7.6,1008,0
2020-06-22,82.6,53.6,8.7,1007.7,0.03
2020-06-23,80.4,55.2,7,1008.3,0.07
2020-06-24,73.4,79.6,13,1003.4,0.1
2020-06-25,71.2,90.7,9.1,1001.4,0.14
2020-06-26,71.6,82.9,11.4,1005.8,0.17
2020-06-27,75.3,70.5,11.6,1005.5,0.21
2020-06-28,77.1,71.9,10.3,1004.4,0.25
2020-06-29,75.2,75.6,11.6,1002.6,0.28
2020-06-30,68.6,85.8,15.9,993.3,0.32
2020-07-01,70,79.9,7.7,1004,0.35
2020-07-02,75.1,73.1,4.8,1010.3,0.39
2020-07-03,77.9,61.9,11.7,1010.4,0.43
2020-07-04,75.1,66,5.2,1007,0.46
2020-07-05,74.6,67.2,5.2,1004.4,0.5
2020-07-06,78.3,63.6,5.7,1000.7,0.53
2020-07-07,76.3,71.8,6,1003.5,0.56
2020-07-08,77.9,70.9,6.4,1004.3,0.59
2020-07-09,80.5,66.2,6.6,1003.5,0.63
2020-07-10,77.7,69.8,11.8,1002.1,0.66
2020-07-11,78.7,61.3,8.1,1006.4,0.69
2020-07-12,74.8,68.5,6.1,1009.3,0.72
2020-07-13,66.6,92.5,8.9,1003.2,0.75
2020-07-14,68.9,78,8.7,1003.3,0.79
2020-07-15,73.7,62.4,6.4,1005.1,0.82
2020-07-16,76.7,69.4,5.8,1006.4,0.85
2020-07-17,78.7,71.5,5.3,1007.9,0.88
2020-07-18,78.7,71.7,5.9,1008,0.92
2020-07-19,76,78.7,13.9,1005.1,0.95
2020-07-20,76.1,84.4,14.9,1004.7,0.98
2020-07-21,77.7,73.6,5.8,1011.3,0
2020-07-22,74.6,90.1,5.3,1009.7,0.05
2020-07-23,71,93.6,10.8,1006.2,0.09
2020-07-24,73.3,71.4,12.8,998.8,0.12
2020-07-25,76.7,65.4,10.8,1002.5,0.16
2020-07-26,77.6,67.2,5.8,1006.7,0.19
2020-07-27,75.9,86.1,5.5,1008.2,0.25
2020-07-28,75.9,84.7,4.2,1009.9,0.27
2020-07-29,75.1,95.5,5.4,1011.6,0.3
2020-07-30,77.9,86.4,5.3,1012.9,0.34
2020-07-31,79.4,82,5.3,1013.7,0.37
2020-08-01,78,89.9,6.8,1010.4,0.41
2020-08-02,76.9,95.4,10.3,1007.7,0.44
2020-08-03,77.8,93.3,10.2,1007.6,0.48
2020-08-04,81.3,86.4,8.6,1010.1,0.5
2020-08-05,80.3,91.2,6.2,1010.7,0.55
2020-08-06,76.4,90.8,10.6,1004.8,0.58
2020-08-07,76.1,83.8,5,1006.7,0.61
2020-08-08,75.9,87.9,5.2,1002.7,0.64
2020-08-09,77.5,93.5,10.7,1002,0.68
2020-08-10,80.2,90.7,6.6,1003.2,0.71
2020-08-11,76.8,91.6,5.6,1008.4,0.74
2020-08-12,80.9,84.3,5.4,1012.2,0.75
2020-08-13,83,81,6.6,1009.2,0.81
2020-08-14,81.9,83.7,8.1,1005.2,0.84
2020-08-15,79.4,95.5,5.5,1008,0.87
2020-08-16,82,81.8,7.2,1010.4,0.9
2020-08-17,83.3,76.8,5.7,1013.1,0.94
2020-08-18,81.4,77.6,6.2,1012.9,0.97
2020-08-19,81.1,76.9,6.4,1011.2,0
2020-08-20,82.1,75.9,6.2,1011.9,0.04
2020-08-21,80.5,81.9,4.1,1013.4,0.07
2020-08-22,76.4,86.6,6.4,1012.4,0.11
2020-08-23,77.7,78.5,6,1008.7,0.14
2020-08-24,81.8,72.2,7.9,1005,0.18
2020-08-25,85.5,69.7,9.1,1004.2,0.21
2020-08-26,86.7,67.6,11.7,1002.3,0.25
2020-08-27,81.6,80.9,14.1,1000.1,0.28
2020-08-28,81.3,89.2,5.4,1006.6,0.32
2020-08-29,80,91.2,4.8,1008.8,0.35
2020-08-30,80.9,87.9,5.2,1011,0.39
2020-08-31,80.2,75.7,6.9,1012,0.43
2020-09-01,80.1,73,7.5,1009.3,0.46
2020-09-02,76.3,92.8,11.8,1004.4,0.5
2020-09-03,73.5,82.4,23.6,996.1,0.53
2020-09-04,73.9,65.1,9,1011.4,0.56
2020-09-05,73.8,65.8,5.5,1013.5,0.6
2020-09-06,71.6,76.5,8.4,1009.7,0.63
2020-09-07,66.9,92.7,11.4,993.2,0.66
2020-09-08,74.7,67.9,11,1007.4,0.69
2020-09-09,70.5,83.1,6.6,1009.8,0.73
2020-09-10,72.7,75.7,8.1,1008.6,0.75
2020-09-11,72.9,71.9,7.3,1013.9,0.79
2020-09-12,68.8,82.9,5.6,1016,0.82
2020-09-13,70.8,68.3,5.7,1015.6,0.86
2020-09-14,70.6,78.5,6.6,1014.2,0.89
2020-09-15,73,76.6,4.4,1012.6,0.92
2020-09-16,72.9,78.6,5.9,1009.4,0.96
2020-09-17,71,69.6,4.3,1009.9,0
2020-09-18,71.2,61.1,8.2,1012.2,0.02
2020-09-19,70.1,61.5,6.7,1014.6,0.06
2020-09-20,67.3,57.1,6.2,1016.7,0.09
2020-09-21,65.5,58.7,3.8,1018.1,0.13
2020-09-22,67.9,55.2,6.1,1018.6,0.16
2020-09-23,66.9,56.6,9.6,1018.3,0.2
2020-09-24,69.6,56.6,11.2,1015.5,0.25
2020-09-25,68.9,61.1,7.9,1013.5,0.27
2020-09-26,67.4,59.3,10.8,1016.4,0.3
2020-09-27,68.4,61.4,5.9,1018.5,0.34
2020-09-28,68.2,68,4.7,1016.7,0.37
2020-09-29,67,69.4,7.1,1011.9,0.4
2020-09-30,66.9,78.7,7.3,1010.4,0.44
2020-10-01,66.2,74.4,5.1,1013.1,0.47
2020-10-02,66.5,78.2,7.5,1014.4,0.5
2020-10-03,68.3,73.7,5.1,1014.9,0.54
2020-10-04,64,64.5,13.3,1012.4,0.58
2020-10-05,56.9,52.2,8.3,1017.7,0.61
2020-10-06,57.6,56.7,6,1022,0.64
2020-10-07,60.1,48.8,5.5,1025.7,0.68
2020-10-08,62.7,54.4,9.9,1026.9,0.71
2020-10-09,63.2,50.7,8.1,1023.7,0.74
2020-10-10,61.7,60,6.7,1020.2,0.75
2020-10-11,62.1,67.9,5.1,1016.4,0.81
2020-10-12,61.6,70.3,6.3,1015,0.84
2020-10-13,56.3,51.7,7.1,1020.5,0.88
2020-10-14,55.7,51.5,10.1,1024.6,0.91
2020-10-15,52.7,40.5,5.3,1026.1,0.94
2020-10-16,53.1,63.7,2.8,1024.1,0.98
2020-10-17,55.1,66.3,6.3,1023.2,0
2020-10-18,55.1,69,6,1023.9,0.04
2020-10-19,57.8,75.8,5.3,1024.7,0.08
2020-10-20,57.7,72.2,6.3,1025.9,0.11
2020-10-21,57.3,70.4,5.8,1019.4,0.15
2020-10-22,57.4,67.7,10.3,1013.7,0.18
2020-10-23,49,47.4,8.2,1015,0.25
2020-10-24,47.7,45.8,7.7,1018.8,0.25
2020-10-25,51.2,66.4,5.9,1020.1,0.28
2020-10-26,53.8,74.1,5.9,1020,0.31
2020-10-27,55.9,76.1,4.8,1020.9,0.35
2020-10-28,58,55.4,6.9,1022.5,0.38
2020-10-29,50.2,43.3,6,1024.1,0.42
2020-10-30,51.2,48.5,4.2,1025.2,0.45
2020-10-31,54.9,61.2,8.1,1024.6,0.5
2020-11-01,56.7,84.4,8.5,1019.6,0.52
2020-11-02,51.6,60.2,7.4,1020.4,0.55
2020-11-03,43.1,45.2,13.3,1022.1,0.59
2020-11-04,41.8,38,7.4,1025.4,0.62
2020-11-05,47.7,63.8,4.6,1027.1,0.65
2020-11-06,55.5,62.3,4.6,1021.8,0.69
2020-11-07,58.2,69,7.4,1017.8,0.72
2020-11-08,48.9,45.5,8.7,1022.1,0.75
2020-11-09,43,37.1,6.1,1025.7,0.79
2020-11-10,45.1,57.5,7.1,1028.1,0.83
2020-11-11,47,58.4,4,1031.6,0.86
2020-11-12,49,61.9,6,1030.5,0.89
2020-11-13,52.1,73.6,4.6,1028.6,0.93
2020-11-14,52,72.6,6.8,1029.3,0.96
2020-11-15,50.6,78.8,5.8,1027.5,0
2020-11-16,51.5,76.7,5.1,1026.3,0.03
2020-11-17,58,72,5.5,1023.8,0.06
2020-11-18,62.5,89.3,6.3,1016.7,0.1
2020-11-19,58.9,87.9,10.7,1007.6,0.13
2020-11-20,39.2,72.1,6.9,1018.8,0.16
2020-11-21,42.5,67.4,7.3,1023.8,0.19
2020-11-22,44,78.8,6.1,1022.4,0.25
2020-11-23,36.2,56.5,6.8,1028.1,0.26
2020-11-24,38.1,49.5,5.9,1028.7,0.29
2020-11-25,39.3,65.2,4.1,1027.5,0.33
2020-11-26,41.3,69.2,3.7,1027,0.36
2020-11-27,40.9,60.4,7.5,1025.8,0.39
2020-11-28,33.2,47.2,7.5,1028.9,0.43
2020-11-29,32.3,55.7,7.2,1029.6,0.46
2020-11-30,31.8,56.2,7,1034.5,0.5
2020-12-01,34.5,42.5,6.3,1035.7,0.53
2020-12-02,37.5,38.3,5.6,1031.1,0.56
2020-12-03,34.6,42.8,8.3,1029.8,0.6
2020-12-04,30.9,52.9,6.2,1030.3,0.63
2020-12-05,35.1,63.2,5.1,1029.7,0.67
2020-12-06,39.3,68.2,5.8,1028.1,0.7
2020-12-07,39.4,56.7,8.5,1028,0.74
2020-12-08,32,46.9,5.8,1029.1,0.75
2020-12-09,33.2,56.9,4.6,1026.9,0.81
2020-12-10,42.6,66.6,4.4,1022.5,0.84
2020-12-11,41.1,79.1,5.5,1019.8,0.88
2020-12-12,36.8,51.7,7.9,1019.5,0.91
2020-12-13,31.6,74,8.5,1018.5,0.95
2020-12-14,19.8,44.9,8.2,1028.8,0.98
2020-12-15,18.6,38.2,10.2,1031.6,0
2020-12-16,18.7,39.8,7.3,1031.4,0.05
2020-12-17,22.2,46.2,5.6,1030.9,0.08
2020-12-18,30,55.4,11.3,1028.1,0.11
2020-12-19,23.9,39.7,6.8,1033.2,0.14
2020-12-20,25.3,47.6,5.8,1032.7,0.18
2020-12-21,28.5,66.6,5.7,1029.5,0.21
2020-12-22,33.8,71.2,6.8,1026.1,0.25
2020-12-23,38.9,77.5,6.6,1022.6,0.27
2020-12-24,38.4,61.9,9.1,1018.2,0.31
2020-12-25,31.1,49.1,7.3,1023.3,0.34
2020-12-26,34.6,67.1,5.5,1024.2,0.37
2020-12-27,40.7,66.3,4.6,1021.7,0.4
2020-12-28,43.4,74.9,2.9,1023,0.43
2020-12-29,33.3,74.8,7.3,1022,0.47
2020-12-30,14.3,51.4,9.6,1023.1,0.5
2020-12-31,16.7,48,5.9,1026.5,0.53
2021-01-01,24.3,62.7,5.7,1025.9,0.57
2021-01-02,24.5,35.1,8.1,1028.8,0.61
2021-01-03,22.6,41.7,6.1,1033.9,0.64
2021-01-04,25.2,49.4,4.7,1031.7,0.68
2021-01-05,24.3,50.3,8.4,1030.1,0.71
2021-01-06,19.2,52.6,6.5,1024.6,0.75
2021-01-07,8,49.1,11.8,1026,0.78
2021-01-08,6,42,8.8,1025.6,0.82
2021-01-09,10.1,44.1,6.6,1025,0.85
2021-01-10,16,57.2,3.5,1027.8,0.89
2021-01-11,19,65.7,4.7,1027.2,0.93
2021-01-12,22.9,82.1,6.2,1018.3,0.96
2021-01-13,33.8,85.5,5.3,1014.8,0
2021-01-14,33.7,50.4,5.6,1021.7,0.03
2021-01-15,40.4,66.8,8.9,1016.2,0.06
2021-01-16,25.2,58.7,7.5,1024.9,0.09
2021-01-17,22.1,52.6,5.9,1027.9,0.13
2021-01-18,26.7,68.3,13.1,1021.1,0.16
2021-01-19,20.2,38.9,6.3,1031.9,0.19
2021-01-20,29.3,41.6,6.1,1030.3,0.22
2021-01-21,39.3,61.6,4,1023.8,0.25
2021-01-22,41.4,94,5.7,1019.9,0.29
2021-01-23,44.8,70.1,9.3,1020,0.32
2021-01-24,42.8,68,7,1025.4,0.35
2021-01-25,43,68.9,6,1026.1,0.38
2021-01-26,41.9,83.6,6.4,1020,0.41
2021-01-27,36.1,47.7,7.1,1023.7,0.45
2021-01-28,29,53.6,13.3,1017,0.48
2021-01-29,17.2,36.4,12.8,1026.5,0.5
