Date,Pmtwo,NO,CO,AQI
04-06-2017,,,,
05-06-2017,,,,
06-06-2017,,,,
07-06-2017,,,,
08-06-2017,,,,
09-06-2017,,,,
10-06-2017,,,,
11-06-2017,,,,
12-06-2017,,,,
13-06-2017,,,,
14-06-2017,,,,
15-06-2017,,,,
16-06-2017,,,,
17-06-2017,,,,
18-06-2017,,,,
19-06-2017,,,,
20-06-2017,,,,
21-06-2017,,,,
22-06-2017,,,,
23-06-2017,,,,
24-06-2017,,,,
25-06-2017,,,,
26-06-2017,,,,
27-06-2017,,,,
28-06-2017,,,,
29-06-2017,,,,
30-06-2017,,,,
01-07-2017,,,,
02-07-2017,,,,
03-07-2017,,,,
04-07-2017,,,,
05-07-2017,,,,
06-07-2017,,,,
07-07-2017,,,,
08-07-2017,,,,
09-07-2017,,,,
10-07-2017,,,,
11-07-2017,,,,
12-07-2017,,,,
13-07-2017,,,,
14-07-2017,,,,
15-07-2017,,,,
16-07-2017,,,,
17-07-2017,,,,
18-07-2017,,,,
19-07-2017,,,,
20-07-2017,,,,
21-07-2017,,,,
22-07-2017,,,,
23-07-2017,,,,
24-07-2017,,,,
25-07-2017,,,,
26-07-2017,,,,
27-07-2017,,,,
28-07-2017,,,,
29-07-2017,,,,
30-07-2017,,,,
31-07-2017,,,,
01-08-2017,,,,
02-08-2017,,,,
03-08-2017,,,,
04-08-2017,,,,
05-08-2017,,,,
06-08-2017,,,,
07-08-2017,,,,
08-08-2017,,,,
09-08-2017,,,,
10-08-2017,,,,
11-08-2017,,,,
12-08-2017,,,,
13-08-2017,,,,
14-08-2017,,,,
15-08-2017,,,,
16-08-2017,,,,
17-08-2017,,,,
18-08-2017,,,,
19-08-2017,,,,
20-08-2017,,,,
21-08-2017,,,,
22-08-2017,,,,
23-08-2017,,,,
24-08-2017,,,,
25-08-2017,,,,
26-08-2017,,,,
27-08-2017,,,,
28-08-2017,,,,
29-08-2017,,,,
30-08-2017,,,,
31-08-2017,,,,
01-09-2017,,,,
02-09-2017,,,,
03-09-2017,,,,
04-09-2017,,,,
05-09-2017,,,,
06-09-2017,,,,
07-09-2017,,,,
08-09-2017,,,,
09-09-2017,,,,
10-09-2017,,,,
11-09-2017,,,,
12-09-2017,,,,
13-09-2017,,,,
14-09-2017,,,,
15-09-2017,,,,
16-09-2017,,,,
17-09-2017,,,,
18-09-2017,,,,
19-09-2017,,,,
20-09-2017,,,,
21-09-2017,,,,
22-09-2017,,,,
23-09-2017,,,,
24-09-2017,,,,
25-09-2017,,,,
26-09-2017,,,,
27-09-2017,,,,
28-09-2017,,,,
29-09-2017,,,,
30-09-2017,,,,
01-10-2017,,,,
02-10-2017,,,,
03-10-2017,,,,
04-10-2017,,,,
05-10-2017,,,,
06-10-2017,,,,
07-10-2017,,,,
08-10-2017,,,,
09-10-2017,,,,
10-10-2017,64.55,,,
11-10-2017,61.72,,,105
12-10-2017,,,,
13-10-2017,,,,
14-10-2017,,,,
15-10-2017,,,,
16-10-2017,,,,
17-10-2017,,,,
18-10-2017,76.32,,,
19-10-2017,,,,
20-10-2017,109.16,,,
21-10-2017,126.57,,,319
22-10-2017,59.26,,,146
23-10-2017,51.72,,,80
24-10-2017,67.4,,,102
25-10-2017,79.49,175.81,175.81,459
26-10-2017,112.25,104.94,104.94,1426
27-10-2017,133.07,70.84,70.84,1348
28-10-2017,93.96,71.28,71.28,1073
29-10-2017,93.7,55.17,55.17,952
30-10-2017,,,,
31-10-2017,77.12,3.96,3.96,
01-11-2017,,,,
02-11-2017,,,,
03-11-2017,96.65,24.81,24.81,550
04-11-2017,107.09,16.58,16.58,538
05-11-2017,119.02,17.91,17.91,498
06-11-2017,83.86,36.74,36.74,517
07-11-2017,72.67,42.99,42.99,901
08-11-2017,94.32,62.88,62.88,929
09-11-2017,89,38.8,38.8,850
10-11-2017,85.35,48.64,48.64,669
11-11-2017,101.25,51.7,51.7,1141
12-11-2017,90.02,47.15,47.15,707
13-11-2017,119.17,98.33,98.33,1577
14-11-2017,207.19,118.02,118.02,1747
15-11-2017,148.83,45.88,45.88,1065
16-11-2017,85.32,5.06,5.06,195
17-11-2017,143.07,5.85,5.85,291
18-11-2017,140.88,6.11,6.11,313
19-11-2017,99.77,10.23,10.23,333
20-11-2017,119.99,6.84,6.84,338
21-11-2017,111.92,15.17,15.17,371
22-11-2017,96.51,15.07,15.07,463
23-11-2017,80.52,24,24,419
24-11-2017,92.8,45.76,45.76,700
25-11-2017,102.26,37.88,37.88,1043
26-11-2017,108.19,55.69,55.69,1029
27-11-2017,93.87,69.71,69.71,1041
28-11-2017,109.53,55.08,55.08,1430
29-11-2017,79.34,14.63,14.63,765
30-11-2017,93.05,40.22,40.22,599
01-12-2017,85.51,30.39,30.39,764
02-12-2017,80.89,6.14,6.14,330
03-12-2017,58.62,5.49,5.49,205
04-12-2017,68.53,5.78,5.78,164
05-12-2017,81.38,5.9,5.9,187
06-12-2017,56.54,5.46,5.46,149
07-12-2017,74.08,7.19,7.19,215
08-12-2017,62.76,5.58,5.58,284
09-12-2017,86.09,5.9,5.9,167
10-12-2017,59.74,26.28,26.28,337
11-12-2017,87.13,28.06,28.06,696
12-12-2017,52.15,15.98,15.98,295
13-12-2017,67.51,20.79,20.79,565
14-12-2017,70.08,11.42,11.42,400
15-12-2017,86.9,7.54,7.54,250
16-12-2017,77.34,6.33,6.33,232
17-12-2017,65.93,5.7,5.7,174
18-12-2017,66.58,7.16,7.16,198
19-12-2017,62.24,17.88,17.88,340
20-12-2017,62.07,8.72,8.72,355
21-12-2017,72.04,7.78,7.78,246
22-12-2017,67.44,5.95,5.95,216
23-12-2017,77.76,25.81,25.81,306
24-12-2017,96.71,19.89,19.89,650
25-12-2017,75.14,29.6,29.6,515
26-12-2017,69.27,15.17,15.17,529
27-12-2017,71.54,26.95,26.95,404
28-12-2017,104.13,43.47,43.47,773
29-12-2017,88.93,30.55,30.55,763
30-12-2017,82.03,14.9,14.9,474
31-12-2017,84.43,6.85,6.85,343
01-01-2018,84.46,7.58,7.58,278
02-01-2018,76.51,9.26,9.26,256
03-01-2018,63.88,13.87,13.87,300
04-01-2018,81.1,19.42,19.42,532
05-01-2018,73.61,25.96,25.96,534
06-01-2018,75.79,31.55,31.55,738
07-01-2018,77.87,23.19,23.19,622
08-01-2018,77.72,8.91,8.91,517
09-01-2018,66.89,5.86,5.86,216
10-01-2018,74.57,16.31,16.31,316
11-01-2018,89.1,44.57,44.57,586
12-01-2018,110.34,30.4,30.4,898
13-01-2018,82.53,20.58,20.58,421
14-01-2018,108.01,22.69,22.69,542
15-01-2018,92.94,14.34,14.34,610
16-01-2018,87.3,44.01,44.01,716
17-01-2018,89.06,29.54,29.54,804
18-01-2018,51.61,32.42,32.42,656
19-01-2018,91.13,65.07,65.07,1201
20-01-2018,88.69,52.45,52.45,
21-01-2018,108.92,30.7,30.7,595
22-01-2018,89.63,9.92,9.92,384
23-01-2018,55.27,29.44,29.44,332
24-01-2018,97.88,52.63,52.63,1155
25-01-2018,128.56,89.57,89.57,1355
26-01-2018,103.63,52.92,52.92,1367
27-01-2018,102.16,15.17,15.17,795
28-01-2018,89.53,35.38,35.38,430
29-01-2018,101.92,65.27,65.27,1153
30-01-2018,117.99,83.78,83.78,1414
31-01-2018,115.79,42.54,42.54,1042
01-02-2018,189.12,94,94,1613
02-02-2018,88.37,15.14,15.14,433
03-02-2018,96.64,73.16,73.16,692
04-02-2018,98,71.48,71.48,620
05-02-2018,93.31,49.85,49.85,617
06-02-2018,104.89,25.46,25.46,590
07-02-2018,109.34,27.03,27.03,856
08-02-2018,70.25,48.11,48.11,587
09-02-2018,103.17,108.99,108.99,1423
10-02-2018,185.77,124.01,124.01,1917
11-02-2018,84.48,20.33,20.33,471
12-02-2018,89.41,28.93,28.93,488
13-02-2018,64.61,10.31,10.31,471
14-02-2018,65.35,6.17,6.17,172
15-02-2018,52.18,32.36,32.36,390
16-02-2018,75.13,36.67,36.67,802
17-02-2018,83.65,47.49,47.49,1035
18-02-2018,220.49,108.73,108.73,1477
19-02-2018,242.66,132.47,132.47,2049
20-02-2018,114.78,74.41,74.41,1314
21-02-2018,92.92,66.96,66.96,1215
22-02-2018,91.66,92.86,92.86,1483
23-02-2018,138.4,134.85,134.85,1526
24-02-2018,,,,
25-02-2018,38.82,27.81,27.81,
26-02-2018,49.18,30.05,30.05,460
27-02-2018,56.42,35.02,35.02,700
28-02-2018,60.36,18.78,18.78,831
01-03-2018,54.45,8.51,8.51,291
02-03-2018,53.5,4.52,4.52,132
03-03-2018,41.64,13.79,13.79,212
04-03-2018,32.36,25.68,25.68,717
05-03-2018,29.98,22.14,22.14,525
06-03-2018,33.3,52.23,52.23,777
07-03-2018,56.51,10.58,10.58,807
08-03-2018,88.85,46.93,46.93,520
09-03-2018,111.68,41.3,41.3,1171
10-03-2018,114.06,52.37,52.37,1332
11-03-2018,116.93,31.48,31.48,1260
12-03-2018,84.19,51.41,51.41,708
13-03-2018,98.53,70.03,70.03,1108
14-03-2018,84.16,17.12,17.12,761
15-03-2018,71.82,37.72,37.72,541
16-03-2018,80.51,80.75,80.75,1274
17-03-2018,133.48,54.16,54.16,1241
18-03-2018,116.54,45.17,45.17,1210
19-03-2018,98.49,17.14,17.14,301
20-03-2018,160.68,14.93,14.93,549
21-03-2018,102.05,15.35,15.35,414
22-03-2018,100.33,9.58,9.58,484
23-03-2018,99.73,30.04,30.04,577
24-03-2018,104.22,39.51,39.51,862
25-03-2018,109.8,30.62,30.62,889
26-03-2018,124.44,42.25,42.25,1001
27-03-2018,180.27,63.29,63.29,1156
28-03-2018,138.6,13.28,13.28,691
29-03-2018,139.21,61.15,61.15,308
30-03-2018,154.09,51.8,51.8,965
31-03-2018,121,14.95,14.95,1434
01-04-2018,80.56,44.37,44.37,579
02-04-2018,103.75,22.81,22.81,1034
03-04-2018,75.68,10.93,10.93,498
04-04-2018,62.83,21.11,21.11,265
05-04-2018,104.23,40.3,40.3,740
06-04-2018,91.04,5.88,5.88,856
07-04-2018,90.13,15.24,15.24,304
08-04-2018,160.43,19.45,19.45,657
09-04-2018,94.55,20.11,20.11,403
10-04-2018,124.59,30.88,30.88,596
11-04-2018,92.5,18.14,18.14,392
12-04-2018,86.29,16.35,16.35,414
13-04-2018,104.21,22.52,22.52,442
14-04-2018,88.5,26.61,26.61,438
15-04-2018,84.47,23.17,23.17,561
16-04-2018,73.54,29.4,29.4,660
17-04-2018,53.89,31.91,31.91,616
18-04-2018,60.08,48.77,48.77,855
19-04-2018,53.13,12.2,12.2,633
20-04-2018,71.3,7.93,7.93,274
21-04-2018,37.9,4.96,4.96,210
22-04-2018,78.18,20.3,20.3,478
23-04-2018,56.35,25.34,25.34,465
24-04-2018,59.66,47.44,47.44,836
25-04-2018,114.6,42.76,42.76,1235
26-04-2018,74.48,9.84,9.84,525
27-04-2018,81.11,25.37,25.37,525
28-04-2018,100.39,10.39,10.39,650
29-04-2018,39.97,7.15,7.15,219
30-04-2018,53.61,16.93,16.93,328
01-05-2018,63.06,13.88,13.88,351
02-05-2018,46.17,10.7,10.7,286
03-05-2018,61.24,14.21,14.21,337
04-05-2018,41.81,8.66,8.66,249
05-05-2018,55.09,15.63,15.63,376
06-05-2018,65.54,13.95,13.95,415
07-05-2018,41.04,7.56,7.56,228
08-05-2018,49.71,9.59,9.59,266
09-05-2018,44.75,10.25,10.25,257
10-05-2018,45.84,26.72,26.72,409
11-05-2018,76.36,8.33,8.33,524
12-05-2018,44.79,7.28,7.28,222
13-05-2018,50.16,13.86,13.86,332
14-05-2018,49.07,8.51,8.51,272
15-05-2018,46.06,7.07,7.07,232
16-05-2018,52.82,9.88,9.88,247
17-05-2018,53.39,6.91,6.91,254
18-05-2018,59.44,6.67,6.67,236
19-05-2018,71.01,7.69,7.69,273
20-05-2018,59.98,8.89,8.89,273
21-05-2018,50.7,8.58,8.58,256
22-05-2018,69.87,6.96,6.96,217
23-05-2018,61.53,10.41,10.41,291
24-05-2018,67.03,10.37,10.37,314
25-05-2018,43.37,20.03,20.03,355
26-05-2018,60.05,22.86,22.86,587
27-05-2018,56.93,10.46,10.46,535
28-05-2018,44.14,18.18,18.18,366
29-05-2018,69,25.24,25.24,404
30-05-2018,43.53,17.41,17.41,
31-05-2018,16.63,14.05,14.05,
01-06-2018,78.16,18.21,18.21,355
02-06-2018,83.27,15.82,15.82,338
03-06-2018,63.79,14.35,14.35,351
04-06-2018,50.27,9.53,9.53,280
05-06-2018,51.54,13.48,13.48,297
06-06-2018,54.35,11.58,11.58,319
07-06-2018,53.59,10.18,10.18,247
08-06-2018,55.77,13.06,13.06,321
09-06-2018,63.58,13.97,13.97,319
10-06-2018,103.08,16.31,16.31,345
11-06-2018,78.25,24.41,24.41,492
12-06-2018,77.84,35.49,35.49,491
13-06-2018,69.99,39.53,39.53,503
14-06-2018,78.7,43.78,43.78,523
15-06-2018,59.96,43.3,43.3,539
16-06-2018,48.27,38,38,492
17-06-2018,44.81,41.38,41.38,513
18-06-2018,55.21,39.11,39.11,497
19-06-2018,40.89,29.34,29.34,433
20-06-2018,41.59,35.38,35.38,484
21-06-2018,39.02,33.35,33.35,471
22-06-2018,33.5,38.95,38.95,502
23-06-2018,39.42,35.54,35.54,495
24-06-2018,46.84,65.72,65.72,486
25-06-2018,51.63,44.96,44.96,524
26-06-2018,38.12,40.63,40.63,556
27-06-2018,27.79,37.69,37.69,508
28-06-2018,36.27,25.63,25.63,413
29-06-2018,76.41,26.44,26.44,421
30-06-2018,62.72,21.89,21.89,400
01-07-2018,48.12,19.06,19.06,361
02-07-2018,36.8,21.07,21.07,385
03-07-2018,41.37,25.53,25.53,428
04-07-2018,302.08,27.2,27.2,440
05-07-2018,37.15,34.33,34.33,510
06-07-2018,59.76,29.58,29.58,513
07-07-2018,71.94,17.35,17.35,365
08-07-2018,47.95,17.08,17.08,336
09-07-2018,55.91,19.87,19.87,377
10-07-2018,72.06,24.72,24.72,442
11-07-2018,127.23,29.02,29.02,421
12-07-2018,127.37,25.58,25.58,428
13-07-2018,36.42,30.52,30.52,472
14-07-2018,40.97,29.94,29.94,478
15-07-2018,33.38,20.68,20.68,422
16-07-2018,33.51,17.84,17.84,347
17-07-2018,29.56,30.82,30.82,461
18-07-2018,21.89,27.75,27.75,447
19-07-2018,44.87,31.41,31.41,486
20-07-2018,33.16,31.02,31.02,510
21-07-2018,45.25,35.01,35.01,576
22-07-2018,48.95,25.57,25.57,485
23-07-2018,42.89,34.86,34.86,488
24-07-2018,48.36,43.24,43.24,613
25-07-2018,51.7,39.25,39.25,577
26-07-2018,43.18,29.79,29.79,474
27-07-2018,35.8,29.72,29.72,458
28-07-2018,37.76,23.91,23.91,428
29-07-2018,38.1,27.77,27.77,429
30-07-2018,39.43,29.96,29.96,461
31-07-2018,51.78,28.69,28.69,450
01-08-2018,63.4,26.58,26.58,453
02-08-2018,58.21,25.51,25.51,459
03-08-2018,47.83,25.73,25.73,468
04-08-2018,53.64,22.52,22.52,424
05-08-2018,48.18,18.31,18.31,366
06-08-2018,56.75,28.82,28.82,465
07-08-2018,41.21,25.18,25.18,434
08-08-2018,37.33,29.18,29.18,470
09-08-2018,28.74,25.17,25.17,455
10-08-2018,34.05,27.58,27.58,489
11-08-2018,28.94,21.18,21.18,431
12-08-2018,25.06,25.26,25.26,402
13-08-2018,32.05,29.19,29.19,469
14-08-2018,44.02,30.74,30.74,476
15-08-2018,48.73,27.87,27.87,459
16-08-2018,43.54,12.25,12.25,342
17-08-2018,28.66,18.31,18.31,311
18-08-2018,31.01,26.43,26.43,467
19-08-2018,33.95,30.33,30.33,429
20-08-2018,33.7,24.01,24.01,490
21-08-2018,48.21,29.28,29.28,445
22-08-2018,40.66,30.95,30.95,499
23-08-2018,38.65,30.68,30.68,482
24-08-2018,49.47,34.28,34.28,527
25-08-2018,33.2,36.15,36.15,556
26-08-2018,34.52,31.19,31.19,482
27-08-2018,44.57,33.12,33.12,597
28-08-2018,58.92,26.74,26.74,491
29-08-2018,51.03,26.37,26.37,460
30-08-2018,45.77,33.34,33.34,510
31-08-2018,38.22,41,41,623
01-09-2018,34.44,35.18,35.18,577
02-09-2018,28.8,28.47,28.47,440
03-09-2018,,,,
04-09-2018,114.85,33.16,33.16,
05-09-2018,20.8,26.8,26.8,
06-09-2018,22.14,28.37,28.37,520
07-09-2018,19.66,24.39,24.39,518
08-09-2018,22.3,34.43,34.43,524
09-09-2018,22.33,40.34,40.34,576
10-09-2018,18.54,43.81,43.81,688
11-09-2018,17.91,32.15,32.15,521
12-09-2018,16.28,26.67,26.67,447
13-09-2018,21.06,29.17,29.17,477
14-09-2018,20.82,31.54,31.54,481
15-09-2018,18.18,33.85,33.85,500
16-09-2018,21.41,32.1,32.1,530
17-09-2018,24.51,34.65,34.65,696
18-09-2018,28.15,29.08,29.08,580
19-09-2018,23.65,22.79,22.79,546
20-09-2018,25.32,38.95,38.95,631
21-09-2018,25.87,23.11,23.11,876
22-09-2018,22.62,23.36,23.36,493
23-09-2018,21.12,22.46,22.46,410
24-09-2018,21.79,25.94,25.94,398
25-09-2018,18.87,27.35,27.35,457
26-09-2018,22.11,24.68,24.68,428
27-09-2018,24.07,20.32,20.32,413
28-09-2018,25.9,40.29,40.29,680
29-09-2018,29.8,42.91,42.91,787
30-09-2018,29.37,42.88,42.88,862
01-10-2018,33.95,59.21,59.21,951
02-10-2018,31.13,26.73,26.73,712
03-10-2018,58.28,15.84,15.84,483
04-10-2018,63.92,12.95,12.95,379
05-10-2018,73.89,4.5,4.5,214
06-10-2018,79.37,30.71,30.71,508
07-10-2018,78.64,32.81,32.81,713
08-10-2018,122.92,34.89,34.89,688
09-10-2018,160.05,34.65,34.65,844
10-10-2018,113.9,46.02,46.02,786
11-10-2018,126.66,33.97,33.97,664
12-10-2018,116.02,44.47,44.47,914
13-10-2018,96.65,25.15,25.15,536
14-10-2018,110.05,19.73,19.73,403
15-10-2018,109.84,23.16,23.16,427
16-10-2018,140.06,28.2,28.2,685
17-10-2018,109.11,29.19,29.19,558
18-10-2018,107.26,26.76,26.76,487
19-10-2018,105.87,18.18,18.18,453
20-10-2018,101.86,27.99,27.99,559
21-10-2018,96.15,94.41,94.41,1291
22-10-2018,88.58,112.71,112.71,1350
23-10-2018,129.98,81.12,81.12,1561
24-10-2018,103.71,34.72,34.72,906
25-10-2018,121.11,51.7,51.7,824
26-10-2018,82.49,30.47,30.47,578
27-10-2018,72.93,90.96,90.96,161
28-10-2018,94.08,34.06,34.06,849
29-10-2018,82.88,18.59,18.59,574
30-10-2018,88.69,26.91,26.91,509
31-10-2018,82.52,24.13,24.13,556
01-11-2018,72.11,48.7,48.7,669
02-11-2018,78.48,49.94,49.94,1217
03-11-2018,103.22,68.97,68.97,1033
04-11-2018,70.39,44.04,44.04,625
05-11-2018,107.9,43.47,43.47,803
06-11-2018,117.08,37.42,37.42,741
07-11-2018,162.18,59.53,59.53,776
08-11-2018,205.21,93.31,93.31,1630
09-11-2018,165.37,70.6,70.6,1160
10-11-2018,110.7,38.01,38.01,1056
11-11-2018,143.72,65.62,65.62,1256
12-11-2018,91.56,79.42,79.42,1154
13-11-2018,133.13,77.55,77.55,1548
14-11-2018,143.52,41.62,41.62,820
15-11-2018,83.28,33.47,33.47,688
16-11-2018,75.58,44.07,44.07,595
17-11-2018,93.73,68.52,68.52,1354
18-11-2018,127.46,108.81,108.81,1672
19-11-2018,98.6,90.33,90.33,1472
20-11-2018,84.71,88.34,88.34,1295
21-11-2018,86.52,115.87,115.87,1646
22-11-2018,90.1,57.16,57.16,1329
23-11-2018,68.52,39.47,39.47,530
24-11-2018,86.43,34.52,34.52,798
25-11-2018,70.51,25.76,25.76,689
26-11-2018,78.48,16.91,16.91,413
27-11-2018,63.75,11.7,11.7,415
28-11-2018,68.3,8.69,8.69,228
29-11-2018,91.23,32.82,32.82,392
30-11-2018,92.74,28.91,28.91,657
01-12-2018,96.58,42.1,42.1,657
02-12-2018,91.37,28.26,28.26,702
03-12-2018,88.02,25.92,25.92,488
04-12-2018,96.82,31.36,31.36,605
05-12-2018,96.89,28.4,28.4,687
06-12-2018,109.2,37.47,37.47,714
07-12-2018,94.95,30.29,30.29,667
08-12-2018,75.42,11.02,11.02,423
09-12-2018,73.07,32.21,32.21,417
10-12-2018,98.25,57.51,57.51,1158
11-12-2018,118.16,60.28,60.28,938
12-12-2018,95.4,41.8,41.8,920
13-12-2018,70.04,14.87,14.87,336
14-12-2018,56.71,7.45,7.45,275
15-12-2018,59.4,7.23,7.23,191
16-12-2018,54.75,6.99,6.99,172
17-12-2018,62.18,7.67,7.67,198
18-12-2018,238.42,26.3,26.3,381
19-12-2018,125.16,46.84,46.84,800
20-12-2018,106.45,56.46,56.46,967
21-12-2018,92.45,46.89,46.89,978
22-12-2018,111.75,89.19,89.19,1558
23-12-2018,106.19,45.76,45.76,1300
24-12-2018,72.1,11.61,11.61,355
25-12-2018,79.15,12.74,12.74,370
26-12-2018,94.8,23.18,23.18,448
27-12-2018,80.14,86.91,86.91,1084
28-12-2018,89.14,63.43,63.43,1319
29-12-2018,68.29,16.94,16.94,379
30-12-2018,67.75,17.63,17.63,396
31-12-2018,80.54,71.11,71.11,744
01-01-2019,110.71,63.03,63.03,1474
02-01-2019,147.57,59.56,59.56,1246
03-01-2019,131.5,119.68,119.68,1719
04-01-2019,102.12,57.92,57.92,1264
05-01-2019,115,63.86,63.86,1127
06-01-2019,84.84,40.16,40.16,908
07-01-2019,74.62,8.16,8.16,236
08-01-2019,89.72,13.83,13.83,313
09-01-2019,84.03,26.24,26.24,471
10-01-2019,82.79,32.14,32.14,661
11-01-2019,76.38,42.44,42.44,711
12-01-2019,66.01,53.08,53.08,854
13-01-2019,116.42,63.2,63.2,1258
14-01-2019,75.49,9.04,9.04,407
15-01-2019,66.97,6.96,6.96,172
16-01-2019,161.09,101.89,101.89,116
17-01-2019,124.45,96.21,96.21,1302
18-01-2019,95.15,48.24,48.24,1275
19-01-2019,73.58,32.68,32.68,527
20-01-2019,86.32,49.43,49.43,839
21-01-2019,149.26,78.38,78.38,1537
22-01-2019,70.06,26.17,26.17,547
23-01-2019,86.59,40.08,40.08,716
24-01-2019,74.12,18.26,18.26,464
25-01-2019,52.92,11.03,11.03,302
26-01-2019,47.26,16.22,16.22,260
27-01-2019,52.79,18.13,18.13,430
28-01-2019,63.68,22.56,22.56,477
29-01-2019,73.37,16.1,16.1,491
30-01-2019,55.24,34.37,34.37,470
31-01-2019,83.1,37.91,37.91,847
01-02-2019,76.87,17.85,17.85,559
02-02-2019,47.01,13.12,13.12,334
03-02-2019,54.77,11.01,11.01,346
04-02-2019,103.13,46.91,46.91,529
05-02-2019,117.59,61.13,61.13,1261
06-02-2019,50.15,9.02,9.02,254
07-02-2019,94.1,10.62,10.62,308
08-02-2019,105.03,10.13,10.13,290
09-02-2019,46.5,15.39,15.39,340
10-02-2019,41.76,20.48,20.48,492
11-02-2019,46.91,14.6,14.6,343
12-02-2019,59.98,50.93,50.93,604
13-02-2019,82.79,45.8,45.8,1028
14-02-2019,62.6,19.59,19.59,755
15-02-2019,72.53,20.61,20.61,489
16-02-2019,44.69,32.07,32.07,373
17-02-2019,54.18,35.1,35.1,914
18-02-2019,81.84,28.68,28.68,895
19-02-2019,46.48,17.55,17.55,502
20-02-2019,62.32,64.13,64.13,834
21-02-2019,37.26,8.83,8.83,826
22-02-2019,37.96,16.2,16.2,403
23-02-2019,34.1,12.42,12.42,253
24-02-2019,64.5,56.57,56.57,789
25-02-2019,50.97,42.41,42.41,904
26-02-2019,64.44,13.19,13.19,467
27-02-2019,51.5,12.26,12.26,296
28-02-2019,33.38,14.07,14.07,307
01-03-2019,42.11,14.18,14.18,350
02-03-2019,46.35,9.25,9.25,318
03-03-2019,61.32,15.88,15.88,338
04-03-2019,48.84,9.85,9.85,276
05-03-2019,39.23,12.69,12.69,286
06-03-2019,45.37,23.56,23.56,461
07-03-2019,55.7,34.47,34.47,824
08-03-2019,54.11,48.38,48.38,754
09-03-2019,52.68,29.23,29.23,926
10-03-2019,44.12,10.66,10.66,280
11-03-2019,46.52,17.55,17.55,310
12-03-2019,57.06,34.49,34.49,606
13-03-2019,84.14,15.24,15.24,632
14-03-2019,52.24,10.75,10.75,262
15-03-2019,62.44,26.15,26.15,428
16-03-2019,66.97,17.21,17.21,625
17-03-2019,75.05,12.67,12.67,321
18-03-2019,60.5,18.21,18.21,353
19-03-2019,88.33,80.16,80.16,1017
20-03-2019,78.11,13.65,13.65,876
21-03-2019,62.04,24.16,24.16,380
22-03-2019,73.98,43.21,43.21,730
23-03-2019,75.84,41.7,41.7,998
24-03-2019,92.21,26.17,26.17,917
25-03-2019,64.71,20.95,20.95,402
26-03-2019,67.44,15.64,15.64,404
27-03-2019,69.51,54.2,54.2,559
28-03-2019,112.44,61.37,61.37,1459
29-03-2019,133.21,50,50,1222
30-03-2019,89.74,33.94,33.94,869
31-03-2019,74.35,11.84,11.84,471
01-04-2019,96.96,16.25,16.25,353
02-04-2019,122.78,36.74,36.74,679
03-04-2019,109.21,47.6,47.6,688
04-04-2019,94.41,20.27,20.27,1044
05-04-2019,97.92,23.05,23.05,537
06-04-2019,97.68,21.56,21.56,420
07-04-2019,99.9,24.47,24.47,534
08-04-2019,78.55,26.28,26.28,472
09-04-2019,73.58,19.53,19.53,493
10-04-2019,64.02,51.44,51.44,566
11-04-2019,81.22,65.1,65.1,1121
12-04-2019,75.74,21.38,21.38,944
13-04-2019,70.14,20.83,20.83,395
14-04-2019,67.2,11.75,11.75,406
15-04-2019,225.49,29.7,29.7,649
16-04-2019,182.46,15.24,15.24,428
17-04-2019,95.69,9.19,9.19,392
18-04-2019,93.12,8.88,8.88,274
19-04-2019,64.3,10.74,10.74,354
20-04-2019,81.71,23.23,23.23,419
21-04-2019,66.39,60.25,60.25,1205
22-04-2019,92.59,35.37,35.37,778
23-04-2019,84.47,27.88,27.88,730
24-04-2019,76.98,9.49,9.49,608
25-04-2019,,,,
26-04-2019,,,,
27-04-2019,84.95,38.54,38.54,
28-04-2019,91.99,75.71,75.71,1346
29-04-2019,110.7,11.92,11.92,1015
30-04-2019,132.76,9.13,9.13,255
01-05-2019,113.47,23.43,23.43,518
02-05-2019,101.68,24.04,24.04,604
03-05-2019,86.07,13.77,13.77,315
04-05-2019,72.58,14.52,14.52,326
05-05-2019,81.79,19.4,19.4,449
06-05-2019,72.54,23.99,23.99,455
07-05-2019,58.71,12.69,12.69,398
08-05-2019,72.51,15.56,15.56,346
09-05-2019,43.83,11.8,11.8,291
10-05-2019,15.52,,,
11-05-2019,,,,
12-05-2019,,,,
13-05-2019,,,,
14-05-2019,46.04,17.26,17.26,
15-05-2019,37.55,15.08,15.08,281
16-05-2019,33.97,14.67,14.67,330
17-05-2019,35.48,18.02,18.02,356
18-05-2019,34.11,13.27,13.27,359
19-05-2019,33.69,34.56,34.56,547
20-05-2019,42.31,17.47,17.47,813
21-05-2019,24.6,11.03,11.03,321
22-05-2019,27.93,11.44,11.44,270
23-05-2019,41.39,14.29,14.29,323
24-05-2019,46.79,14.31,14.31,344
25-05-2019,51.63,17.96,17.96,404
26-05-2019,63.15,28.03,28.03,558
27-05-2019,57.47,21.39,21.39,435
28-05-2019,50.27,21.02,21.02,440
29-05-2019,42.02,16.43,16.43,374
30-05-2019,48.74,19.89,19.89,515
31-05-2019,46.51,16.75,16.75,360
01-06-2019,48.1,23.83,23.83,467
02-06-2019,41.38,21.8,21.8,402
03-06-2019,46.46,22.33,22.33,419
04-06-2019,39.68,20.89,20.89,408
05-06-2019,38.27,18.87,18.87,402
06-06-2019,35.06,12.63,12.63,303
07-06-2019,30.07,15.49,15.49,354
08-06-2019,48.74,16.38,16.38,358
